lon_wgs84,lat_wgs84,case
118.15009758153337,24.52031216137895,0
118.0847199048194,24.445764339023775,0
118.10380778248938,24.49426556099665,0
118.10192146864149,24.471759957254104,0
118.08750297603422,24.49277053637211,0
118.15110015246647,24.443934220519434,0
118.1630577335081,24.482244552442992,0
118.0753976761829,24.490062734389834,0
118.14161453965603,24.445970355549257,0
118.1665854235258,24.523286666995002,0
118.11226256351044,24.436168518234656,0
118.19094804785176,24.50826692535794,0
118.17013252884422,24.510292974107042,0
118.17499408501031,24.49945463907804,0
118.13787586283215,24.480452642312024,0
118.12035773677198,24.527058185252912,0
118.15513219455222,24.543527259203564,0
118.09190962344759,24.480391086568314,0
118.07505887245614,24.46767546665843,0
118.13726117526707,24.519594114470646,0
118.15141503961482,24.491128677278585,0
118.07896159061431,24.489249414633953,0
118.16117143764114,24.52792042893997,0
118.11371537701247,24.509546791126805,0
118.16410316368828,24.474654740405025,0
118.09658837269286,24.513479469354902,0
118.18379403125044,24.498591271609094,0
118.1419300548605,24.518013587229305,0
118.10710675246057,24.525770926814253,0
118.1576627188228,24.540367674272133,0
118.18029961878878,24.4911227196082,0
118.08681210572844,24.522355287824073,0
118.12313338758159,24.55705299651367,0
118.08279700696647,24.498818672767285,0
118.07821145917603,24.49335240765552,0
118.18256830016712,24.534810700845647,0
118.13609981330761,24.490963470196114,0
118.11493156163657,24.433058671819786,0
118.07618077337092,24.49390847528904,0
118.14066727247561,24.510274848256397,0
118.13687288011398,24.465592675431555,0
118.18671885445076,24.518593155936156,0
118.08076130016282,24.455261117278006,0
118.14200690630267,24.521239035314643,0
118.18975633998484,24.519684893084317,0
118.13302396090225,24.486978744778334,0
118.11478026196758,24.50863091888929,0
118.15443662851622,24.54438139641256,0
118.11437571082327,24.53002235157123,0
118.10950859200263,24.551952476532602,0
118.19021665588464,24.48065909409489,0
118.13515022773267,24.53713295944658,0
118.10627254014138,24.54694621567456,0
118.15488793158725,24.483422873049296,0
118.10208770358169,24.466403710818312,0
118.16123114256293,24.526606834569026,0
118.1797956296289,24.531898618921904,0
118.12521441375137,24.545835241197036,0
118.11472696396088,24.472368127152002,0
118.11503706542082,24.43156944003952,0
118.10091847326652,24.543120686412582,0
118.15450769764908,24.518561113183008,0
118.12741704534268,24.50781714899473,0
118.16522956000574,24.495876803399366,0
118.10463190276883,24.535333807063306,0
118.14900855717546,24.473824322081022,0
118.18708505675032,24.486299772558326,0
118.09201996246797,24.51514423595554,0
118.13749772538839,24.529440571925093,0
118.14242481165496,24.499406439914274,0
118.11752943757169,24.481864107828933,0
118.1365125600829,24.531051059326195,0
118.15513174202852,24.45382643840967,0
118.08472849895134,24.468819556504354,0
118.08271005031321,24.45928888285995,0
118.07517901302909,24.485175250775526,0
118.08854142463225,24.47146271652164,0
118.18207559748144,24.526022174839262,0
118.11413465387906,24.488548964158962,0
118.12848948975207,24.525910104434754,0
118.13615205482844,24.495310893009034,0
118.14892462886311,24.516195902304887,0
118.17942019332489,24.490526685191494,0
118.14787192885836,24.525621462485915,0
118.10061657489489,24.471293980583756,0
118.09471978671897,24.442535706572794,0
118.0854593086363,24.460213126044763,0
118.08301449709246,24.514709814017277,0
118.1454974406213,24.459486205014,0
118.10683848996808,24.480153611655624,0
118.10885382330274,24.438803585007168,0
118.10663182869976,24.53477674963799,0
118.17490720552212,24.504336922492612,0
118.12989927867599,24.478221882234912,0
118.11076608207433,24.55177796954214,0
118.1459434513459,24.53931700266506,0
118.0878075808543,24.442958350335836,0
118.11231943791671,24.544342824025772,0
118.12484088164904,24.4732635912642,0
118.11622702599203,24.49693626457389,0
118.0800187613091,24.46399642726964,0
118.0951144963007,24.525409302752305,0
118.10970789628077,24.536394090941684,0
118.09211485664225,24.52232693507038,0
118.16864038526604,24.51080308467089,0
118.16457260719154,24.496818558267258,0
118.12840701922799,24.554300586569784,0
118.13524944362639,24.506584077924487,0
118.14622649319774,24.505910706996985,0
118.12250135037178,24.524343367844455,0
118.14856334854359,24.476397756320694,0
118.10836966048574,24.476279255398044,0
118.11037279752793,24.469002267126847,0
118.09139034122593,24.483990362448594,0
118.07954909239876,24.47861733647733,0
118.13467350944501,24.50430087204521,0
118.08835523838364,24.44679917902802,0
118.17729281559623,24.484111038466686,0
118.13813429866755,24.482331260687353,0
118.11885776259766,24.499222063812418,0
118.08057468998354,24.44555456664988,0
118.06032726038491,24.441892232343253,0
118.16800665928507,24.51332884373321,0
118.06059383500619,24.451244250326848,0
118.15814814498884,24.45354754726409,0
118.07187427023547,24.45425647099995,0
118.16053987852449,24.44883051765911,0
118.10207787386419,24.547061673085686,0
118.12207939929704,24.546541055865912,0
118.15368913500025,24.477876718883422,0
118.14244669445208,24.48167252050039,0
118.15514380522279,24.45634733212138,0
118.08313794244141,24.45839615671696,0
118.15794143256622,24.53759961680745,0
118.1500043149666,24.514197375543134,0
118.09462488802691,24.47501851780341,0
118.1013833862409,24.47024118533592,0
118.10848578059611,24.529240772739918,0
118.16991151771533,24.490107406995513,0
118.1637078412843,24.481487924122465,0
118.09478906482258,24.53608789813578,0
118.18101758585624,24.518411608048158,0
118.09880305073105,24.50356851262551,0
118.1126536489289,24.432717685139806,0
118.0852356977626,24.49670155127755,0
118.18213170980403,24.513308870009563,0
118.16431191980283,24.540363730125684,0
118.09529831110932,24.489245465130082,0
118.08452505786461,24.500402071118707,0
118.16511395013603,24.461954221119544,0
118.10612454767065,24.537482207205553,0
118.09223296057164,24.436836012100393,0
118.10936380398766,24.522684167347656,0
118.10607029050234,24.508635389007665,0
118.19275650106974,24.494859578964395,0
118.17599250837057,24.47681381301022,0
118.13119336512803,24.508864727635256,0
118.17616170615624,24.479063863257682,0
118.09360015648922,24.435401973575377,0
118.11166325584924,24.460517732600728,0
118.11629491962955,24.516273333824532,0
118.12148005984216,24.544615311229897,0
118.17792537980922,24.469452971060154,0
118.11815282045951,24.52744001739695,0
118.14882288507506,24.502127130204965,0
118.09778250877663,24.438107399863537,0
118.13130422089243,24.503877849900263,0
118.18070731793307,24.513261764050483,0
118.16682018888724,24.538632796376522,0
118.16512193261127,24.51634345155718,0
118.10862220901316,24.525347064066818,0
118.10329655589766,24.52032630044623,0
118.11030061414814,24.507928390715172,0
118.13256044591395,24.52916904988363,0
118.12282109439619,24.483840818428757,0
118.16453109712138,24.45107338530675,0
118.12378057688541,24.55377949876221,0
118.12181475863744,24.51043058072776,0
118.15797985818662,24.472067501782554,0
118.17657466194558,24.5397367879131,0
118.08763565931132,24.489553731832935,0
118.09831161772318,24.53302691536446,0
118.10476199739882,24.48438545058868,0
118.16473374627795,24.541916264273386,0
118.1312918045974,24.434614259808516,0
118.078587475917,24.490590048945716,0
118.1527546511824,24.51951540065575,0
118.11825904530322,24.438562192382044,0
118.14486253998004,24.517668286537873,0
118.15560409958712,24.520085271665252,0
118.16692895303291,24.54345742885706,0
118.10929757165947,24.53548016868156,0
118.12689649566126,24.511148361741398,0
118.15907771626131,24.490491663559816,0
118.142963798481,24.52189346146323,0
118.09654802885869,24.485437283593015,0
118.12475988042036,24.522753915631824,0
118.084385936189,24.45345668970221,0
118.15877037136542,24.465910036781306,0
118.08283835171213,24.49355762147079,0
118.10891602139291,24.53747764508026,0
118.15987242583478,24.487143437003034,0
118.14764010723736,24.543074103950605,0
118.1560234884388,24.54302394969361,0
118.12727407842429,24.492963998844843,0
118.13259215941677,24.514457048927387,0
118.1043827858125,24.519830233009454,0
118.16124418755872,24.482755737747926,0
118.13389072901559,24.507492432392336,0
118.0899979849764,24.51332337745852,0
118.14478074386369,24.5246282458976,0
118.10736144976077,24.51456064758193,0
118.18076775859814,24.481595337520748,0
118.09340789900499,24.47273892028987,0
118.15296275011735,24.485561052595678,0
118.1155868862829,24.542372537271085,0
118.13730657483335,24.487790069227124,0
118.14683210616667,24.495522467328293,0
118.10078762369857,24.463366688893046,0
118.10490946166605,24.506424877715858,0
118.16803448332773,24.45844115158992,0
118.08465962128592,24.494323383055686,0
